Fr,n,Lifetime
3600,3000,192.8915217
3600,3100,186.6692145
3600,3200,180.8358016
3600,3300,175.3559288
3600,3400,170.1984015
3600,3500,165.33559
3700,100,5281.658487
3700,200,2640.829244
3700,300,1760.552829
3700,400,1320.414622
3700,500,1056.331697
3700,600,880.2764146
3700,700,754.522641
3700,800,660.2073109
3700,900,586.850943
3700,1000,528.1658487
3700,1100,480.1507716
3700,1200,440.1382073
3700,1300,406.2814221
3700,1400,377.2613205
3700,1500,352.1105658
3700,1600,330.1036555
3700,1700,310.6857934
3700,1800,293.4254715
3700,1900,277.9820256
3700,2000,264.0829244
3700,2100,251.507547
3700,2200,240.0753858
3700,2300,229.6373255
3700,2400,220.0691036
3700,2500,211.2663395
3700,2600,203.1407111
3700,2700,195.616981
3700,2800,188.6306603
3700,2900,182.1261547
3700,3000,176.0552829
3700,3100,170.3760802
3700,3200,165.0518277
3700,3300,160.0502572
3700,3400,155.3428967
3700,3500,150.9045282
3800,100,4832.413339
3800,200,2416.206669
3800,300,1610.804446
3800,400,1208.103335
3800,500,966.4826677
3800,600,805.4022231
3800,700,690.3447627
3800,800,604.0516673
3800,900,536.9348154
3800,1000,483.2413339
3800,1100,439.3103035
3800,1200,402.7011116
3800,1300,371.724103
3800,1400,345.1723813
3800,1500,322.1608892
3800,1600,302.0258337
3800,1700,284.2596082
3800,1800,268.4674077
3800,1900,254.3375441
3800,2000,241.6206669
3800,2100,230.1149209
3800,2200,219.6551518
3800,2300,210.1049278
3800,2400,201.3505558
3800,2500,193.2965335
3800,2600,185.8620515
3800,2700,178.9782718
3800,2800,172.5861907
3800,2900,166.6349427
3800,3000,161.0804446
3800,3100,155.8843012
3800,3200,151.0129168
3800,3300,146.4367678
3800,3400,142.1298041
3800,3500,138.0689525
3900,100,4431.601558
3900,200,2215.800779
3900,300,1477.200519
3900,400,1107.900389
3900,500,886.3203116
3900,600,738.6002597
3900,700,633.0859369
3900,800,553.9501947
3900,900,492.4001731
3900,1000,443.1601558
3900,1100,402.8728689
3900,1200,369.3001298
3900,1300,340.8924275
3900,1400,316.5429684
3900,1500,295.4401039
3900,1600,276.9750974
3900,1700,260.6824446
3900,1800,246.2000866
3900,1900,233.2421873
3900,2000,221.5800779
3900,2100,211.0286456
3900,2200,201.4364345
3900,2300,192.6783286
3900,2400,184.6500649
3900,2500,177.2640623
3900,2600,170.4462138
3900,2700,164.133391
3900,2800,158.2714842
3900,2900,152.8138468
3900,3000,147.7200519
3900,3100,142.954889
3900,3200,138.4875487
3900,3300,134.2909563
3900,3400,130.3412223
3900,3500,126.6171874
4000,100,4072.953252
4000,200,2036.476626
4000,300,1357.651084
4000,400,1018.238313
4000,500,814.5906503
4000,600,678.8255419
4000,700,581.8504645
4000,800,509.1191564
4000,900,452.5503613
4000,1000,407.2953252
4000,1100,370.2684774
4000,1200,339.412771
4000,1300,313.3040963
4000,1400,290.9252323
4000,1500,271.5302168
4000,1600,254.5595782
4000,1700,239.5854854
4000,1800,226.2751806
4000,1900,214.3659606
4000,2000,203.6476626
4000,2100,193.9501548
4000,2200,185.1342387
4000,2300,177.084924
4000,2400,169.7063855
4000,2500,162.9181301
4000,2600,156.6520481
4000,2700,150.8501204
4000,2800,145.4626161
4000,2900,140.4466638
4000,3000,135.7651084
4000,3100,131.3855888
4000,3200,127.2797891
4000,3300,123.4228258
4000,3400,119.7927427
4000,3500,116.3700929
